province,district,cluster,HHID,ubudehe,sex,age,electricity,urban_rural,paid_work,school,marital_code,HH_WT,C_hhweight,source,marital,type,quantity,frequency,expenditure,light_percentage,monthly_expenditure,annual_expenditure,all_fuel_exp,clean_cooking,cookstove_type,injury,minute_spent,fuel_availability,availability.fac,mobile_num,smart_phone,charge_home.code,charge_outside.code,charge_expenditure,internet,minigrid_pay.code,nationalgrid_pay.code,charge_home,charge_outside,minigrid_pay,nationalgrid_pay,mobile_exp,N01,N02,ownership,main_energy.code,main_energy,candle_exp,solar,grid,no_elec,charcoal_exp,wood_exp,gas_exp,biomass_exp,kerosene_exp
Southern Province,Huye,84,248400102,3,2,66,0,2,1,1,8,72.2506289308176,70.91069740823279,No electricity,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,0,3-Stones/Open fire stove,NA,10,2,Mostly available,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,Own account,111,No electricity,0,0,0,1,0,0,0,0,0
Southern Province,Huye,84,248400202,3,2,69,0,2,2,0,8,72.2506289308176,70.91069740823279,No electricity,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,0,3-Stones/Open fire stove,NA,2,2,Mostly available,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,Own account,111,No electricity,0,0,0,1,0,0,0,0,0
Southern Province,Huye,84,248400302,3,2,77,1,2,1,0,8,1044.35,1068.2755496444058,National grid,Widow/Widower,Candle,3,14,1000,NA,2142.8571428571427,26071.428571428572,22.42,1,Manufactured biomass stove,NA,15,3,Sometimes available,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,No account,1,National grid,22.42,0,1,0,0,0.14,0,0,0
Southern Province,Huye,84,248400402,2,1,35,0,2,2,1,2,72.2506289308176,70.91069740823279,No electricity,Married monogamously without certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,10,4,Rarely available,2,2,2,2,1600,1,NA,NA,No,2,NA,NA,1.376,2,1,No account,111,No electricity,0,0,0,1,0,0,0,0,0
Southern Province,Huye,84,248400502,2,1,30,0,2,1,1,2,72.2506289308176,70.91069740823279,No electricity,Married monogamously without certificate,Candle,12,1,100,NA,3000,36500,31.39,0,3-Stones/Open fire stove,NA,10,4,Rarely available,1,2,2,1,800,2,NA,NA,No,1,NA,NA,0.688,1,1,No account,111,No electricity,31.39,0,0,1,0,0,0,0,0
Southern Province,Huye,84,248400602,3,2,32,1,2,2,1,2,1044.35,1068.2755496444058,National grid,Married monogamously without certificate,Candle,4,30,1000,NA,1000,12166.666666666668,10.46,0,Traditional/Locally built stove,NA,5,4,Rarely available,4,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,1,2,Own account,1,National grid,10.46,0,1,0,0,0,0,0,0
Southern Province,Huye,84,248400702,2,1,46,0,2,2,0,6,72.2506289308176,70.91069740823279,No electricity,Separated,Candle,11,2,100,NA,1500,18250,15.7,0,3-Stones/Open fire stove,NA,5,4,Rarely available,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,Own account,111,No electricity,15.7,0,0,1,0,0.11,0,0,0
Southern Province,Huye,84,248400802,3,1,62,1,2,1,0,1,1044.35,1068.2755496444058,National grid, Married monogamously with legal certificate,Candle,8,21,500,NA,714.2857142857143,8690.47619047619,7.47,0,Traditional/Locally built stove,NA,10,4,Rarely available,3,1,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,1,No account,1,National grid,7.47,0,1,0,0,0,0,0,0
Southern Province,Huye,84,248400902,3,1,69,1,2,1,1,1,1044.35,1068.2755496444058,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,2,Mostly available,3,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,3,Joint account (with spouse),1,National grid,0,0,1,0,0,0.02,0,0,0
Southern Province,Huye,84,248401002,3,1,60,1,2,2,1,1,1044.35,1068.2755496444058,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,30,4,Rarely available,3,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,2,1,No account,1,National grid,0,0,1,0,0.71,0.14,0.16,0,0
Southern Province,Huye,84,248401102,2,2,60,0,2,2,0,6,72.2506289308176,70.91069740823279,No electricity,Separated,NA,NA,NA,NA,NA,NA,0,0,0,3-Stones/Open fire stove,NA,5,2,Mostly available,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,No account,111,No electricity,0,0,0,1,0,0,0,0,0
Southern Province,Huye,84,248401402,3,1,45,0,2,1,1,1,72.2506289308176,70.91069740823279,No electricity, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,10,2,Mostly available,1,2,2,1,500,2,NA,NA,No,1,NA,NA,0.43,1,2,Own account,111,No electricity,0,0,0,1,0,0.14,0,0,0
Southern Province,Huye,84,248401502,2,1,44,1,2,1,1,1,1044.35,1068.2755496444058,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,15,2,Mostly available,2,1,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,1,No account,1,National grid,0,0,1,0,0.71,0,0,0,0
Southern Province,Huye,84,248401602,3,1,45,1,2,2,0,1,1044.35,1068.2755496444058,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,Traditional/Locally built stove,NA,5,4,Rarely available,1,1,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,1,No account,1,National grid,0,0,1,0,0,0,0,0,0
Southern Province,Huye,84,248401702,2,1,38,1,2,1,1,1,1044.35,1068.2755496444058,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,30,1,Always available,3,1,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,1,No account,1,National grid,0,0,1,0,0,0.11,0,0,0
Southern Province,Huye,84,248401802,3,1,60,1,2,2,1,1,1044.35,1068.2755496444058,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,10,1,Always available,3,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,1,2,Own account,1,National grid,0,0,1,0,0,0.14,0,0,0
Southern Province,Huye,84,248401902,3,1,60,1,2,2,1,2,1044.35,1068.2755496444058,National grid,Married monogamously without certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,15,3,Sometimes available,2,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,1,No account,1,National grid,0,0,1,0,0.85,0,0,0,0
Southern Province,Huye,84,248402002,3,1,35,1,2,1,1,1,1044.35,1068.2755496444058,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,LPG stove,NA,0,NA,NA,3,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,2,1,No account,1,National grid,0,0,1,0,0.71,0,1.31,0,0
Southern Province,Huye,85,248500102,3,1,40,1,1,1,1,1,176.1393,169.64500024083426,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,LPG stove,NA,0,NA,NA,4,1,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,2,Own account,1,National grid,0,0,1,0,0,0,1.34,0.42000000000000004,0
Southern Province,Huye,85,248500202,3,1,48,1,1,1,1,1,176.1393,169.64500024083426,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,LPG stove,NA,0,NA,NA,3,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,1,1,No account,1,National grid,0,0,1,0,0.85,0,1.34,0,0
Southern Province,Huye,85,248500302,3,1,38,1,1,1,1,1,176.1393,169.64500024083426,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,LPG stove,NA,0,NA,NA,3,1,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,3,Joint account (with spouse),1,National grid,0,0,1,0,0.92,0,0.15,0,0
Southern Province,Huye,85,248500402,3,1,44,1,1,2,1,1,176.1393,169.64500024083426,National grid, Married monogamously with legal certificate,Candle,10,21,1000,NA,1428.5714285714287,17380.95238095238,14.95,1,Manufactured biomass stove,NA,5,1,Always available,3,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,2,2,Own account,1,National grid,14.95,0,1,0,0.71,0,1.41,0,0
Southern Province,Huye,85,248500502,3,1,50,1,1,1,1,1,176.1393,169.64500024083426,National grid, Married monogamously with legal certificate,Candle,10,14,500,NA,1071.4285714285713,13035.714285714286,11.21,1,LPG stove,NA,0,NA,NA,4,1,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,3,Joint account (with spouse),1,National grid,11.21,0,1,0,0,0,1.48,0.42000000000000004,0
Southern Province,Huye,85,248500602,3,1,55,1,1,1,1,1,176.1393,169.64500024083426,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,1,Always available,1,1,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,1,2,Own account,1,National grid,0,0,1,0,0,0.14,0,0,0
Southern Province,Huye,85,248500702,3,1,42,1,1,1,1,1,176.1393,169.64500024083426,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,LPG stove,NA,0,NA,NA,4,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,1,2,Own account,1,National grid,0,0,1,0,0.85,0,1.7,0,0
Southern Province,Huye,85,248500802,3,1,67,1,1,1,0,1,176.1393,169.64500024083426,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,Traditional/Locally built stove,NA,15,2,Mostly available,3,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,3,1,No account,1,National grid,0,0,1,0,0.57,0,0,0,0
Southern Province,Huye,85,248500902,3,1,50,1,1,1,1,1,176.1393,169.64500024083426,National grid, Married monogamously with legal certificate,Candle,5,7,500,NA,2142.8571428571427,26071.428571428572,22.42,1,LPG stove,NA,1,NA,NA,2,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,2,2,Own account,1,National grid,22.42,0,1,0,0,0,1.41,0,0
Southern Province,Huye,85,248501002,3,1,45,1,1,1,1,1,176.1393,169.64500024083426,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,LPG stove,NA,1,NA,NA,3,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,2,3,Joint account (with spouse),1,National grid,0,0,1,0,0.03,0,0.05,0,0
Southern Province,Huye,85,248501102,3,2,51,1,1,1,1,8,176.1393,169.64500024083426,National grid,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,0,Traditional/Locally built stove,NA,10,2,Mostly available,3,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,2,2,Own account,1,National grid,0,0,1,0,0.02,0,0,0,0
Southern Province,Huye,85,248501202,3,1,56,1,1,2,1,1,176.1393,169.64500024083426,National grid, Married monogamously with legal certificate,Candle,10,21,1000,NA,1428.5714285714287,17380.95238095238,14.95,1,LPG stove,NA,2,NA,NA,3,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,2,2,Own account,1,National grid,14.95,0,1,0,0.78,0,1.41,0,0
Southern Province,Huye,85,248501402,3,1,40,1,1,1,1,1,176.1393,169.64500024083426,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,LPG stove,NA,1,NA,NA,2,1,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,3,Joint account (with spouse),1,National grid,0,0,1,0,0,0,0.06,0.33,0
Southern Province,Huye,85,248501502,3,1,46,1,1,1,1,1,176.1393,169.64500024083426,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,LPG stove,NA,1,NA,NA,2,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,2,3,Joint account (with spouse),1,National grid,0,0,1,0,0.13,0,0.05,0,0
Southern Province,Huye,85,248501602,3,1,45,1,1,1,1,1,176.1393,169.64500024083426,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,LPG stove,NA,0,NA,NA,4,1,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,1,2,Own account,1,National grid,0,0,1,0,0,0,1.31,0,0
Southern Province,Huye,85,248501702,3,1,43,1,1,1,1,1,176.1393,169.64500024083426,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,15,2,Mostly available,2,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,1,3,Joint account (with spouse),1,National grid,0,0,1,0,0.14,0,0,0,0
Southern Province,Huye,85,248501802,3,1,52,1,1,1,1,1,176.1393,169.64500024083426,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,LPG stove,NA,1,NA,NA,1,1,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,3,Joint account (with spouse),1,National grid,0,0,1,0,0,0,0.05,0.33,0
Southern Province,Huye,86,248600102,2,1,39,0,1,1,0,2,27.013174468085104,27.251453613393263,No electricity,Married monogamously without certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,3,Sometimes available,2,2,2,2,1600,2,NA,NA,No,2,NA,NA,1.376,2,1,No account,111,No electricity,0,0,0,1,0,0,0,0,0
Southern Province,Huye,86,248600202,3,1,37,0,1,1,1,1,27.013174468085104,27.251453613393263,No electricity, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,6,2,Mostly available,1,2,2,1,800,2,NA,NA,No,1,NA,NA,0.688,2,1,No account,111,No electricity,0,0,0,1,0,0,0,0.24,0
Southern Province,Huye,86,248600302,1,1,63,1,1,2,1,8,105.8016,96.93341509984357,National grid,Widow/Widower,Candle,5,14,1000,NA,2142.8571428571427,26071.428571428572,22.42,1,Manufactured biomass stove,NA,15,2,Mostly available,3,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,1,1,No account,1,National grid,22.42,0,1,0,0.57,0,0,0,0
Southern Province,Huye,86,248600402,2,1,48,1,1,1,1,1,105.8016,96.93341509984357,National grid, Married monogamously with legal certificate,Candle,1,7,100,NA,428.57142857142856,5214.285714285715,4.48,1,Manufactured biomass stove,NA,6,2,Mostly available,3,1,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,1,No account,1,National grid,4.48,0,1,0,0,0,0,0.24,0
Southern Province,Huye,86,248600502,3,1,49,1,1,1,1,2,105.8016,96.93341509984357,National grid,Married monogamously without certificate,Candle,5,7,500,NA,2142.8571428571427,26071.428571428572,22.42,1,Manufactured biomass stove,NA,10,3,Sometimes available,2,1,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,1,No account,1,National grid,22.42,0,1,0,0.14,0,0,0,0
Southern Province,Huye,86,248600602,3,2,62,1,1,2,1,8,105.8016,96.93341509984357,National grid,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,15,2,Mostly available,2,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,1,1,No account,1,National grid,0,0,1,0,0,0,0,0,0
Southern Province,Huye,86,248600702,3,2,85,1,1,2,0,1,105.8016,96.93341509984357,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,10,1,Always available,1,1,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,2,Own account,1,National grid,0,0,1,0,0.74,0,0,0,0
Southern Province,Huye,86,248601002,3,1,41,1,1,1,1,1,105.8016,96.93341509984357,National grid, Married monogamously with legal certificate,Candle,3,7,100,NA,428.57142857142856,5214.285714285715,4.48,1,Manufactured biomass stove,NA,10,2,Mostly available,2,1,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,3,Joint account (with spouse),1,National grid,4.48,0,1,0,0,0,0,0,0
Southern Province,Huye,86,248601202,2,1,40,1,1,1,1,1,105.8016,96.93341509984357,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,15,3,Sometimes available,4,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,2,3,Joint account (with spouse),1,National grid,0,0,1,0,0.71,0,0,0,0
Southern Province,Huye,86,248601302,2,1,38,1,1,1,1,2,105.8016,96.93341509984357,National grid,Married monogamously without certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,15,3,Sometimes available,2,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,1,3,Joint account (with spouse),1,National grid,0,0,1,0,0,0.08,0,0,0
Southern Province,Huye,86,248601402,1,2,45,1,1,1,1,8,105.8016,96.93341509984357,National grid,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,6,3,Sometimes available,1,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,1,2,Own account,1,National grid,0,0,1,0,0,0,0,0.33,0
Southern Province,Huye,86,248601502,3,2,71,1,1,2,1,8,105.8016,96.93341509984357,National grid,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,10,1,Always available,1,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,1,1,No account,1,National grid,0,0,1,0,0.71,0,0,0,0
Southern Province,Huye,86,248601602,3,1,43,1,1,1,1,2,105.8016,96.93341509984357,National grid,Married monogamously without certificate,Candle,3,30,200,NA,200,2433.3333333333335,2.09,1,Manufactured biomass stove,NA,10,4,Rarely available,4,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,2,3,Joint account (with spouse),1,National grid,2.09,0,1,0,0.71,0,1.38,0,0
Southern Province,Huye,86,248601702,3,1,35,1,1,1,1,2,105.8016,96.93341509984357,National grid,Married monogamously without certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,10,1,Always available,2,1,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,1,No account,1,National grid,0,0,1,0,0.71,0,0,0,0
Southern Province,Huye,86,248601802,2,2,35,1,1,1,1,2,105.8016,96.93341509984357,National grid,Married monogamously without certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,1,Always available,1,1,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,1,2,Own account,1,National grid,0,0,1,0,0.11,0,0,0,0
Southern Province,Huye,86,248601902,3,1,40,1,1,1,1,1,105.8016,96.93341509984357,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,Traditional/Locally built stove,NA,10,4,Rarely available,3,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,2,2,Own account,1,National grid,0,0,1,0,0.12,0,0,0,0
Southern Province,Huye,87,248700102,2,1,31,0,2,1,1,1,1630.48,1512.6852656600345,No electricity, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,3-Stones/Open fire stove,NA,5,3,Sometimes available,2,2,2,2,500,2,NA,NA,No,2,NA,NA,0.43,1,1,No account,111,No electricity,0,0,0,1,0,0.08,0,0,0
Southern Province,Huye,87,248700202,2,1,35,0,2,1,1,2,1630.48,1512.6852656600345,No electricity,Married monogamously without certificate,NA,NA,NA,NA,NA,NA,0,0,0,3-Stones/Open fire stove,NA,6,2,Mostly available,2,2,2,1,2500,2,NA,NA,No,1,NA,NA,2.15,1,1,No account,111,No electricity,0,0,0,1,0,0,0,0,0
Southern Province,Huye,87,248700302,1,2,74,0,2,1,0,8,1630.48,1512.6852656600345,No electricity,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,0,3-Stones/Open fire stove,NA,10,2,Mostly available,1,2,2,1,2500,2,NA,NA,No,1,NA,NA,2.15,1,2,Own account,111,No electricity,0,0,0,1,0,0,0,0,0
Southern Province,Huye,87,248700402,1,2,58,0,2,2,1,1,1630.48,1512.6852656600345,No electricity, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,3-Stones/Open fire stove,NA,5,4,Rarely available,1,2,2,1,100,2,NA,NA,No,1,NA,NA,0.086,1,1,No account,111,No electricity,0,0,0,1,0,0.11,0,0,0
Southern Province,Huye,87,248700502,3,2,67,0,2,2,0,8,1630.48,1512.6852656600345,No electricity,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,0,3-Stones/Open fire stove,NA,15,2,Mostly available,1,2,2,1,800,2,NA,NA,No,1,NA,NA,0.688,1,1,No account,111,No electricity,0,0,0,1,0,0,0,0,0
Southern Province,Huye,87,248700602,3,1,39,0,2,1,1,1,1630.48,1512.6852656600345,No electricity, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,3-Stones/Open fire stove,NA,8,2,Mostly available,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,No account,111,No electricity,0,0,0,1,0,0,0,0,0
Southern Province,Huye,87,248700702,3,1,40,0,2,1,1,1,1630.48,1512.6852656600345,No electricity, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,Traditional/Locally built stove,NA,8,2,Mostly available,1,2,2,1,800,2,NA,NA,No,1,NA,NA,0.688,1,2,Own account,111,No electricity,0,0,0,1,0,0,0,0,0
Southern Province,Huye,87,248700802,1,2,71,0,2,2,0,1,1630.48,1512.6852656600345,No electricity, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,3-Stones/Open fire stove,NA,5,4,Rarely available,2,2,2,2,200,2,NA,NA,No,2,NA,NA,0.172,1,1,No account,111,No electricity,0,0,0,1,0,0.08,0,0,0
Southern Province,Huye,87,248700902,1,2,61,0,2,2,0,8,1630.48,1512.6852656600345,No electricity,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,0,3-Stones/Open fire stove,NA,5,4,Rarely available,1,1,2,1,100,2,NA,NA,No,1,NA,NA,0.086,1,1,No account,111,No electricity,0,0,0,1,0,0,0,0,0
Southern Province,Huye,87,248701002,1,2,63,0,2,2,0,8,1630.48,1512.6852656600345,No electricity,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,0,Traditional/Locally built stove,NA,5,4,Rarely available,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,No account,111,No electricity,0,0,0,1,0,0,0,0,0
Southern Province,Huye,87,248701102,3,1,37,0,2,2,1,1,1630.48,1512.6852656600345,No electricity, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,Traditional/Locally built stove,NA,5,3,Sometimes available,1,2,2,1,800,2,NA,NA,No,1,NA,NA,0.688,1,1,No account,111,No electricity,0,0,0,1,0,0,0,0,0
Southern Province,Huye,87,248701202,3,1,32,0,2,2,0,1,1630.48,1512.6852656600345,No electricity, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,3-Stones/Open fire stove,NA,5,4,Rarely available,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,No account,111,No electricity,0,0,0,1,0,0,0,0,0
Southern Province,Huye,87,248701302,3,1,55,1,2,2,1,1,1630.48,1512.6852656600345,Solar Home System, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,Traditional/Locally built stove,NA,5,3,Sometimes available,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,No account,6,Solar Home System,0,1,0,0,0,0,0,0,0
Southern Province,Huye,87,248701402,3,2,63,1,2,2,1,8,1630.48,1512.6852656600345,Solar Home System,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,0,Traditional/Locally built stove,NA,5,2,Mostly available,1,2,1,NA,NA,1,NA,NA,Yes,NA,NA,NA,0,1,1,No account,6,Solar Home System,0,1,0,0,0,0.08,0,0,0
Southern Province,Huye,87,248701502,1,1,39,0,2,1,1,1,1630.48,1512.6852656600345,No electricity, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,3-Stones/Open fire stove,NA,5,4,Rarely available,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,No account,111,No electricity,0,0,0,1,0,0,0,0,0
Southern Province,Huye,87,248701602,3,1,43,0,2,1,1,1,1630.48,1512.6852656600345,No electricity, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,3-Stones/Open fire stove,NA,12,3,Sometimes available,1,2,2,1,800,2,NA,NA,No,1,NA,NA,0.688,1,1,No account,111,No electricity,0,0,0,1,0,0,0,0,0
Southern Province,Huye,87,248701702,2,2,33,0,2,2,1,2,1630.48,1512.6852656600345,No electricity,Married monogamously without certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,10,2,Mostly available,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,No account,111,No electricity,0,0,0,1,0,0.14,0,0,0
Southern Province,Huye,87,248701802,3,1,39,0,2,2,0,2,1630.48,1512.6852656600345,No electricity,Married monogamously without certificate,NA,NA,NA,NA,NA,NA,0,0,0,3-Stones/Open fire stove,NA,5,4,Rarely available,1,1,2,1,3000,1,NA,NA,No,1,NA,NA,2.58,2,1,No account,111,No electricity,0,0,0,1,0,0,0,0,0
Southern Province,Huye,88,248800102,3,1,49,1,1,1,1,1,254.1424,253.3429506523811,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,6,3,Sometimes available,2,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,3,Joint account (with spouse),1,National grid,0,0,1,0,0,0.14,0,0,0
Southern Province,Huye,88,248800202,3,1,55,1,1,2,1,1,254.1424,253.3429506523811,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,10,2,Mostly available,1,2,1,NA,NA,2,NA,1,Yes,NA,NA,Cash,0,2,1,No account,1,National grid,0,0,1,0,0,0,0,0,0
Southern Province,Huye,88,248800302,3,1,42,1,1,1,1,1,254.1424,253.3429506523811,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,2,Mostly available,2,2,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,2,1,No account,1,National grid,0,0,1,0,0,0,0,0.33,0
Southern Province,Huye,88,248800402,3,2,62,0,1,2,0,8,30.345361194029852,31.147857943069585,No electricity,Widow/Widower,Candle,14,3,200,NA,2000,24333.333333333336,20.93,0,Traditional/Locally built stove,NA,10,3,Sometimes available,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,No account,111,No electricity,20.93,0,0,1,0.08,0,0,0,0
Southern Province,Huye,88,248800502,3,1,33,1,1,1,1,1,254.1424,253.3429506523811,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,15,2,Mostly available,2,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,2,Own account,1,National grid,0,0,1,0,0,0,0,0,0
