province,district,cluster,HHID,ubudehe,sex,age,electricity,urban_rural,paid_work,school,marital_code,HH_WT,C_hhweight,source,marital,type,quantity,frequency,expenditure,light_percentage,monthly_expenditure,annual_expenditure,all_fuel_exp,clean_cooking,cookstove_type,injury,minute_spent,fuel_availability,availability.fac,mobile_num,smart_phone,charge_home.code,charge_outside.code,charge_expenditure,internet,minigrid_pay.code,nationalgrid_pay.code,charge_home,charge_outside,minigrid_pay,nationalgrid_pay,mobile_exp,N01,N02,ownership,main_energy.code,main_energy,candle_exp,solar,grid,no_elec,charcoal_exp,wood_exp,gas_exp,biomass_exp,kerosene_exp
Southern Province,Gisagara,65,226500302,2,1,47,1,2,2,1,1,86.02007385,79.43040042,Dry-cell battery, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,Traditional/Locally built stove,NA,10,3,Sometimes available,1,2,2,1,800,2,NA,NA,No,1,NA,NA,0.688,2,1,No account,8,Dry-cell battery,0,0,0,1,0,20.93,0,0,0
Southern Province,Gisagara,65,226500402,1,1,30,0,2,2,1,2,86.02007385,79.43040042,No electricity,Married monogamously without certificate,Kerosene,1,1,500,95,15000,182500,156.95,1,Manufactured biomass stove,NA,10,3,Sometimes available,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,No account,111,No electricity,0,0,0,1,0,20.93,0,0,156.95
Southern Province,Gisagara,65,226500502,1,1,72,1,2,2,1,1,86.02007385,79.43040042,Dry-cell battery, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,15,2,Mostly available,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,Joint account (with spouse),8,Dry-cell battery,0,0,0,1,0,15.7,0,0,0
Southern Province,Gisagara,65,226500602,3,1,42,0,2,2,0,1,86.02007385,79.43040042,No electricity, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,3,Sometimes available,1,2,2,1,100,2,NA,NA,No,1,NA,NA,0.086,2,1,No account,111,No electricity,0,0,0,1,0,12.56,0,0,0
Southern Province,Gisagara,65,226500702,1,2,43,0,2,2,1,2,86.02007385,79.43040042,No electricity,Married monogamously without certificate,NA,NA,NA,NA,NA,NA,0,0,0,3-Stones/Open fire stove,NA,5,3,Sometimes available,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,No account,111,No electricity,0,0,0,1,0,0,0,0,0
Southern Province,Gisagara,65,226500802,1,2,85,0,2,2,0,8,86.02007385,79.43040042,No electricity,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,15,1,Always available,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,No account,111,No electricity,0,0,0,1,0,44.84,0,0,0
Southern Province,Gisagara,65,226500902,2,1,40,0,2,2,1,1,86.02007385,79.43040042,No electricity, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,2,Mostly available,2,2,2,2,500,2,NA,NA,No,2,NA,NA,0.43,2,1,No account,111,No electricity,0,0,0,1,0,156.95,0,0,0
Southern Province,Gisagara,65,226501002,1,2,68,1,2,2,0,8,14.71396,15.30786383,National grid,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,2,Mostly available,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,No account,1,National grid,0,0,1,0,0,15.7,0,0,0
Southern Province,Gisagara,65,226501102,2,1,41,1,2,1,1,1,14.71396,15.30786383,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,10,1,Always available,1,2,1,NA,NA,2,NA,1,Yes,NA,NA,Cash,0,2,1,No account,1,National grid,0,0,1,0,0,20.93,0,0,0
Southern Province,Gisagara,65,226501202,2,1,54,1,2,2,1,1,14.71396,15.30786383,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,2,Mostly available,3,2,1,NA,NA,2,NA,NA,Yes,NA,NA,NA,0,2,2,Own account,1,National grid,0,0,1,0,0,20.93,0,0,0
Southern Province,Gisagara,65,226501302,1,1,56,1,2,1,1,1,14.71396,15.30786383,National grid, Married monogamously with legal certificate,Candle,1,7,100,NA,428.5714286,5214.285714,4.48,1,Manufactured biomass stove,NA,20,1,Always available,1,2,1,NA,NA,2,NA,1,Yes,NA,NA,Cash,0,1,1,No account,1,National grid,4.48,0,1,0,0,15.7,0,0,0
Southern Province,Gisagara,65,226501402,1,2,59,1,2,2,0,8,14.71396,15.30786383,National grid,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,2,Mostly available,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Cash,0,1,1,No account,1,National grid,0,0,1,0,0,12.56,0,0,0
Southern Province,Gisagara,65,226501502,3,1,54,1,2,2,1,8,14.71396,15.30786383,National grid,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,20,1,Always available,2,2,1,NA,NA,2,NA,1,Yes,NA,NA,Cash,0,4,1,No account,1,National grid,0,0,1,0,0,22.42,0,0,0
Southern Province,Gisagara,65,226501602,2,2,38,1,2,2,1,8,14.71396,15.30786383,National grid,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,2,Mostly available,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,No account,1,National grid,0,0,1,0,0,20.93,0,0,0
Southern Province,Gisagara,65,226501702,3,1,69,1,2,1,0,1,14.71396,15.30786383,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,20,2,Mostly available,2,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,3,Joint account (with spouse),1,National grid,0,0,1,0,0,15.7,0,0,0
Southern Province,Gisagara,65,226501802,2,1,76,1,2,2,0,1,14.71396,15.30786383,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,10,1,Always available,2,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,3,1,No account,1,National grid,0,0,1,0,0,33.63,0,0,0
Southern Province,Gisagara,66,226600102,3,1,72,1,2,2,1,1,121.1314,135.1795247,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,3,Sometimes available,1,2,1,NA,NA,2,NA,NA,Yes,NA,NA,NA,0,2,1,No account,1,National grid,0,0,1,0,0,15.7,0,0,0
Southern Province,Gisagara,66,226600202,1,2,66,0,2,2,0,8,36.89001727,32.5380218,No electricity,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,3,Sometimes available,1,2,2,1,500,1,NA,NA,No,1,NA,NA,0.43,1,2,Own account,111,No electricity,0,0,0,1,0,20.93,0,0,0
Southern Province,Gisagara,66,226600302,1,2,55,0,2,2,1,8,36.89001727,32.5380218,No electricity,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,0,3-Stones/Open fire stove,NA,5,2,Mostly available,3,2,2,3,2400,2,NA,NA,No,3,NA,NA,2.064,1,1,No account,111,No electricity,0,0,0,1,0,20.93,0,0,0
Southern Province,Gisagara,66,226600402,2,2,61,0,2,1,0,2,36.89001727,32.5380218,No electricity,Married monogamously without certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,2,Mostly available,2,2,2,2,1600,2,NA,NA,No,2,NA,NA,1.376,1,1,No account,111,No electricity,0,0,0,1,0,22.42,0,0,0
Southern Province,Gisagara,66,226600502,2,2,64,0,2,2,1,8,36.89001727,32.5380218,No electricity,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,10,3,Sometimes available,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,No account,111,No electricity,0,0,0,1,0,12.56,0,0,0
Southern Province,Gisagara,66,226600602,3,1,31,0,2,1,1,2,36.89001727,32.5380218,No electricity,Married monogamously without certificate,NA,NA,NA,NA,NA,NA,0,0,0,3-Stones/Open fire stove,1,20,2,Mostly available,1,2,2,1,800,2,NA,NA,No,1,NA,NA,0.688,1,1,No account,111,No electricity,0,0,0,1,0,12.56,0,0,0
Southern Province,Gisagara,66,226600702,1,1,50,1,2,1,0,8,121.1314,135.1795247,National grid,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,10,3,Sometimes available,1,2,1,NA,NA,2,NA,1,Yes,NA,NA,Cash,0,1,2,Own account,1,National grid,0,0,1,0,0,12.56,0,0,0
Southern Province,Gisagara,66,226600802,2,1,22,0,2,2,1,2,36.89001727,32.5380218,No electricity,Married monogamously without certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,10,3,Sometimes available,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,No account,111,No electricity,0,0,0,1,0,15.7,0,0,0
Southern Province,Gisagara,66,226600902,1,1,43,1,2,2,0,1,36.89001727,32.5380218,Solar Lantern, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,10,2,Mostly available,3,2,1,NA,NA,2,NA,NA,Yes,NA,NA,NA,0,2,2,Own account,4,Solar Lantern,0,1,0,0,0,470.85,0,0,0
Southern Province,Gisagara,66,226601002,2,1,27,1,2,1,1,1,121.1314,135.1795247,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,30,3,Sometimes available,1,2,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,2,3,Joint account (with spouse),1,National grid,0,0,1,0,0,15.7,0,0,0
Southern Province,Gisagara,66,226601102,2,1,41,1,2,2,1,1,121.1314,135.1795247,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,30,3,Sometimes available,1,2,1,NA,NA,1,NA,2,Yes,NA,NA,Vouchers/token/pre-paid card from local store,0,2,3,Joint account (with spouse),1,National grid,0,0,1,0,0,20.93,0,0,0
Southern Province,Gisagara,66,226601202,3,2,72,1,2,2,0,8,121.1314,135.1795247,National grid,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,10,3,Sometimes available,3,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,1,1,No account,1,National grid,0,0,1,0,0,12.56,0,0,0
Southern Province,Gisagara,66,226601302,2,1,38,1,2,1,0,2,36.89001727,32.5380218,Solar Lantern,Married monogamously without certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,10,3,Sometimes available,1,2,1,NA,NA,2,NA,NA,Yes,NA,NA,NA,0,2,2,Own account,4,Solar Lantern,0,1,0,0,0,20.93,0,0,0
Southern Province,Gisagara,66,226601402,2,1,26,1,2,2,1,1,121.1314,135.1795247,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,2,Mostly available,1,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,1,No account,1,National grid,0,0,1,0,0,15.7,0,0,0
Southern Province,Gisagara,66,226601502,2,1,29,1,2,2,1,1,121.1314,135.1795247,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,2,Mostly available,1,2,1,NA,NA,2,NA,1,Yes,NA,NA,Cash,0,2,3,Joint account (with spouse),1,National grid,0,0,1,0,0,44.84,0,0,0
Southern Province,Gisagara,66,226601602,3,1,65,1,2,2,1,8,121.1314,135.1795247,National grid,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,1,Always available,2,2,1,NA,NA,2,NA,1,Yes,NA,NA,Cash,0,1,2,Own account,1,National grid,0,0,1,0,0,15.7,0,0,0
Southern Province,Gisagara,66,226601702,1,1,48,1,2,1,1,1,121.1314,135.1795247,National grid, Married monogamously with legal certificate,Candle,2,14,100,NA,214.2857143,2607.142857,2.24,0,Traditional/Locally built stove,NA,15,2,Mostly available,2,2,1,NA,NA,2,NA,NA,Yes,NA,NA,NA,0,2,1,No account,1,National grid,2.24,0,1,0,0,0,0,0,0
Southern Province,Gisagara,66,226601802,1,2,62,1,2,2,0,8,121.1314,135.1795247,National grid,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,0,Traditional/Locally built stove,NA,15,2,Mostly available,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Cash,0,1,1,No account,1,National grid,0,0,1,0,0,15.7,0,0,0
Southern Province,Gisagara,67,226700102,1,1,42,1,2,2,1,1,32.74964,31.41404564,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,Traditional/Locally built stove,NA,10,2,Mostly available,2,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,1,No account,1,National grid,0,0,1,0,0,0,0,0,0
Southern Province,Gisagara,67,226700202,2,1,58,0,2,2,1,1,105.2169285,107.7790628,No electricity, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,3-Stones/Open fire stove,NA,5,2,Mostly available,2,2,2,2,1000,2,NA,NA,No,2,NA,NA,0.86,1,1,No account,111,No electricity,0,0,0,1,0,12.56,0,0,0
Southern Province,Gisagara,67,226700302,3,1,40,0,2,2,1,1,105.2169285,107.7790628,No electricity, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,10,1,Always available,2,2,2,2,500,2,NA,NA,No,2,NA,NA,0.43,2,1,No account,111,No electricity,0,0,0,1,0,20.93,0,0,0
Southern Province,Gisagara,67,226700402,2,2,74,1,2,2,0,8,105.2169285,107.7790628,Solar Home System,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,2,Mostly available,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,No account,6,Solar Home System,0,1,0,0,0,12.56,0,0,0
Southern Province,Gisagara,67,226700502,2,1,41,1,2,1,1,1,105.2169285,107.7790628,Solar Home System, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,10,1,Always available,1,2,1,NA,NA,2,NA,NA,Yes,NA,NA,NA,0,2,1,No account,6,Solar Home System,0,1,0,0,0,219.73,0,0,0
Southern Province,Gisagara,67,226700602,2,1,70,0,2,1,0,1,105.2169285,107.7790628,No electricity, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,3-Stones/Open fire stove,NA,5,1,Always available,2,2,2,2,300,2,NA,NA,No,2,NA,NA,0.258,1,2,Own account,111,No electricity,0,0,0,1,0,12.56,0,0,0
Southern Province,Gisagara,67,226700702,2,1,73,1,2,2,0,1,32.74964,31.41404564,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,10,2,Mostly available,1,2,1,NA,NA,2,NA,1,Yes,NA,NA,Cash,0,2,1,No account,1,National grid,0,0,1,0,0,10.46,0,0,0
Southern Province,Gisagara,67,226700802,1,1,45,1,2,1,1,1,105.2169285,107.7790628,Other Solar Lighting System, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,2,Mostly available,1,2,1,NA,NA,1,NA,NA,Yes,NA,NA,NA,0,2,3,Joint account (with spouse),5,Other Solar Lighting System,0,1,0,0,0,12.56,0,0,0
Southern Province,Gisagara,67,226700902,1,2,84,0,2,2,0,8,105.2169285,107.7790628,No electricity,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,10,3,Sometimes available,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,No account,111,No electricity,0,0,0,1,0,12.56,0,0,0
Southern Province,Gisagara,67,226701002,2,1,37,1,2,2,1,1,32.74964,31.41404564,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,Traditional/Locally built stove,NA,15,2,Mostly available,1,1,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,2,2,Own account,1,National grid,0,0,1,0,0,0,0,0,0
Southern Province,Gisagara,67,226701102,2,1,37,1,2,1,1,1,32.74964,31.41404564,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,3,Sometimes available,2,2,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,2,1,No account,1,National grid,0,0,1,0,0,20.93,0,0,0
Southern Province,Gisagara,67,226701202,2,2,66,0,2,1,1,1,105.2169285,107.7790628,No electricity, Married monogamously with legal certificate,Kerosene,1,30,1000,95,1000,12166.66667,10.46,1,Manufactured biomass stove,NA,10,2,Mostly available,2,1,2,2,1600,1,NA,NA,No,2,NA,NA,1.376,1,1,No account,111,No electricity,0,0,0,1,0,156.95,0,0,10.46
Southern Province,Gisagara,67,226701302,2,2,34,1,2,1,1,2,32.74964,31.41404564,National grid,Married monogamously without certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,4,Rarely available,1,2,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,1,1,No account,1,National grid,0,0,1,0,0,15.7,0,0,0
Southern Province,Gisagara,67,226701402,2,1,29,1,2,1,1,2,105.2169285,107.7790628,Solar Home System,Married monogamously without certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,2,Mostly available,2,1,1,NA,NA,1,NA,NA,Yes,NA,NA,NA,0,2,1,No account,6,Solar Home System,0,1,0,0,0,31.39,0,0,0
Southern Province,Gisagara,67,226701502,2,1,37,1,2,1,1,1,32.74964,31.41404564,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,3,Sometimes available,1,2,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,1,3,Joint account (with spouse),1,National grid,0,0,1,0,0,15.7,0,0,0
Southern Province,Gisagara,67,226701602,2,1,64,1,2,2,1,1,32.74964,31.41404564,National grid, Married monogamously with legal certificate,Candle,5,21,100,NA,142.8571429,1738.095238,1.49,0,Traditional/Locally built stove,NA,5,2,Mostly available,1,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,1,2,Own account,1,National grid,1.49,0,1,0,0,20.93,0,0,0
Southern Province,Gisagara,67,226701702,2,2,72,1,2,2,0,8,32.74964,31.41404564,National grid,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,0,Traditional/Locally built stove,NA,15,2,Mostly available,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Cash,0,1,1,No account,1,National grid,0,0,1,0,0,20.93,0,0,0
Southern Province,Gisagara,67,226701802,2,1,57,1,2,2,1,1,32.74964,31.41404564,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,20,3,Sometimes available,3,2,1,NA,NA,1,NA,3,Yes,NA,NA,Credits using mobile money,0,2,1,No account,1,National grid,0,0,1,0,0,20.93,0,0,0
Southern Province,Gisagara,68,226800102,2,2,31,0,2,1,1,2,311.598,303.1390447,No electricity,Married monogamously without certificate,NA,NA,NA,NA,NA,NA,0,0,0,Other cookstove,NA,5,NA,NA,1,2,2,1,800,2,NA,NA,No,1,NA,NA,0.688,1,1,No account,111,No electricity,0,0,0,1,0,0,0,0,0
Southern Province,Gisagara,68,226800202,2,1,46,0,2,1,0,1,311.598,303.1390447,No electricity, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,Traditional/Locally built stove,NA,5,2,Mostly available,1,2,2,1,800,1,NA,NA,No,1,NA,NA,0.688,2,1,No account,111,No electricity,0,0,0,1,0,12.56,0,0,0
Southern Province,Gisagara,68,226800302,2,1,31,1,2,2,1,1,1533.26,1547.748815,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,10,2,Mostly available,1,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,1,No account,1,National grid,0,0,1,0,0,20.93,0,0,0
Southern Province,Gisagara,68,226800402,1,1,32,1,2,1,1,2,1533.26,1547.748815,National grid,Married monogamously without certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,20,2,Mostly available,2,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,1,No account,1,National grid,0,0,1,0,0,20.93,0,0,0
Southern Province,Gisagara,68,226800502,2,1,54,1,2,2,1,1,1533.26,1547.748815,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,Traditional/Locally built stove,NA,10,3,Sometimes available,1,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,1,2,Own account,1,National grid,0,0,1,0,0,10.46,0,0,0
Southern Province,Gisagara,68,226800602,1,2,77,0,2,2,0,8,311.598,303.1390447,No electricity,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,3,Sometimes available,1,2,2,1,800,1,NA,NA,No,1,NA,NA,0.688,1,1,No account,111,No electricity,0,0,0,1,0,15.7,0,0,0
Southern Province,Gisagara,68,226800702,2,1,22,1,2,2,1,2,1533.26,1547.748815,National grid,Married monogamously without certificate,NA,NA,NA,NA,NA,NA,0,0,0,Traditional/Locally built stove,NA,15,2,Mostly available,1,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,1,1,No account,1,National grid,0,0,1,0,0,15.7,0,0,0
Southern Province,Gisagara,68,226800802,2,1,50,1,2,2,0,2,311.598,303.1390447,Other Solar Lighting System,Married monogamously without certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,3,Sometimes available,1,2,1,NA,NA,2,NA,NA,Yes,NA,NA,NA,0,2,1,No account,5,Other Solar Lighting System,0,1,0,0,0,15.7,0,0,0
Southern Province,Gisagara,68,226800902,3,2,38,1,2,1,0,1,1533.26,1547.748815,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,Traditional/Locally built stove,NA,10,2,Mostly available,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,No account,1,National grid,0,0,1,0,0,0,0,0,0
Southern Province,Gisagara,68,226801002,3,1,49,1,2,2,0,1,1533.26,1547.748815,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,10,3,Sometimes available,2,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,1,1,No account,1,National grid,0,0,1,0,15.7,0,0,0,0
Southern Province,Gisagara,68,226801102,1,2,80,1,2,2,1,8,1533.26,1547.748815,National grid,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,0,Traditional/Locally built stove,NA,15,2,Mostly available,2,2,1,NA,NA,2,NA,NA,Yes,NA,NA,NA,0,1,1,No account,1,National grid,0,0,1,0,0,0,0,0,0
Southern Province,Gisagara,68,226801202,3,1,32,1,2,1,1,1,1533.26,1547.748815,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,2,Mostly available,2,2,1,NA,NA,2,NA,NA,Yes,NA,NA,NA,0,2,1,No account,1,National grid,0,0,1,0,0,20.93,0,0,0
Southern Province,Gisagara,68,226801302,2,2,58,1,2,2,1,8,1533.26,1547.748815,National grid,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,15,4,Rarely available,2,2,1,NA,NA,2,NA,1,Yes,NA,NA,Cash,0,1,1,No account,1,National grid,0,0,1,0,0,12.56,0,0,0
Southern Province,Gisagara,68,226801402,2,1,46,1,2,1,0,1,1533.26,1547.748815,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,3,Sometimes available,1,2,1,NA,NA,2,NA,1,Yes,NA,NA,Cash,0,2,1,No account,1,National grid,0,0,1,0,0,20.93,0,0,0
Southern Province,Gisagara,68,226801502,2,1,33,1,2,1,1,2,1533.26,1547.748815,National grid,Married monogamously without certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,3,Sometimes available,2,2,1,NA,NA,2,NA,3,Yes,NA,NA,Credits using mobile money,0,2,1,No account,1,National grid,0,0,1,0,0,12.56,0,0,0
Southern Province,Gisagara,68,226801602,2,1,45,1,2,1,1,1,1533.26,1547.748815,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,1,5,3,Sometimes available,1,2,1,NA,NA,2,NA,1,Yes,NA,NA,Cash,0,2,1,No account,1,National grid,0,0,1,0,0,20.93,0,0,0
Southern Province,Gisagara,68,226801702,2,1,75,1,2,2,1,1,1533.26,1547.748815,National grid, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,Traditional/Locally built stove,NA,10,2,Mostly available,2,2,1,NA,NA,2,NA,NA,Yes,NA,NA,NA,0,2,1,No account,1,National grid,0,0,1,0,0,0,0,0,0
Southern Province,Gisagara,68,226801802,2,2,43,1,2,1,1,8,1533.26,1547.748815,National grid,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,5,2,Mostly available,1,2,1,NA,NA,2,NA,1,Yes,NA,NA,Cash,0,1,1,No account,1,National grid,0,0,1,0,0,12.56,0,0,0
Southern Province,Gisagara,69,226900102,3,1,47,0,2,1,1,1,123.8083379,118.9621866,No electricity, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,3-Stones/Open fire stove,NA,5,2,Mostly available,2,2,2,2,2000,1,NA,NA,No,2,NA,NA,1.72,1,2,Own account,111,No electricity,0,0,0,1,0,15.7,0,0,0
Southern Province,Gisagara,69,226900202,1,2,69,0,2,2,0,8,123.8083379,118.9621866,No electricity,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,0,3-Stones/Open fire stove,NA,15,3,Sometimes available,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,No account,111,No electricity,0,0,0,1,0,12.56,0,0,0
Southern Province,Gisagara,69,226900302,2,2,48,0,2,2,1,8,123.8083379,118.9621866,No electricity,Widow/Widower,NA,NA,NA,NA,NA,NA,0,0,1,Manufactured biomass stove,NA,15,2,Mostly available,2,2,2,2,240,2,NA,NA,No,2,NA,NA,0.2064,1,1,No account,111,No electricity,0,0,0,1,0,12.56,0,0,0
Southern Province,Gisagara,69,226900402,3,1,55,1,2,1,0,1,123.8083379,118.9621866,Other Solar Lighting System, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,3-Stones/Open fire stove,NA,10,2,Mostly available,4,1,1,NA,NA,1,NA,NA,Yes,NA,NA,NA,0,1,1,No account,5,Other Solar Lighting System,0,1,0,0,0,20.93,0,0,0
Southern Province,Gisagara,69,226900502,3,1,76,1,2,2,0,1,123.8083379,118.9621866,Other Solar Lighting System, Married monogamously with legal certificate,NA,NA,NA,NA,NA,NA,0,0,0,Traditional/Locally built stove,NA,3,3,Sometimes available,2,2,1,NA,NA,2,NA,NA,Yes,NA,NA,NA,0,2,1,No account,5,Other Solar Lighting System,0,1,0,0,0,20.93,0,0,0
