PROVINCE,DISTRICT,Cluster,HI04,HI05,TYPEHH,HH_WT,C_hhweight,B01,B02,B02_OTHER,B03,B04,B05,B05_OTHER,B06_1,B06_2,B06_3,B06_4,B06_5,B06_OTHER,B07_1,B07_2,B07_3,B07_4,B07_OTHER,B08_01,B08_02,B08_03,B08_04,B08_05,B08_06,B08_07,B08_08,B08_09,B08_10,B08_11,B08_12,B08_13,B08_14,B08_15,B08_OTHER,B09,B10,B11_01,B11_02,B11_03,B11_04,B11_05,B11_06,B11_07,B11_08,B11_09,B11_10,B11_11,B11_12,B11_13,B11_OTHER,B12,B13,B14
Southern Province,Kamonyi,132,Rural,8,Ordinary HH,1520.222,1576.641906257993,01,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,No,,,,,,,,,,,,,,,,No,Category 1,Free lodging
Southern Province,Kamonyi,132,Rural,9,Ordinary HH,1520.222,1576.641906257993,01,Torch/Phone,,2,0,Beaten earth,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,No,Category 2,Tenant
Southern Province,Kamonyi,132,Rural,10,Ordinary HH,1520.222,1576.641906257993,01,Solar product,,0,1,Cement,,,,Yes,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,Yes,,,,No,Category 2,Owner
Southern Province,Kamonyi,132,Rural,11,Ordinary HH,1520.222,1576.641906257993,01,Lantern (Agatadowa),,1,1,Cement,,,,Yes,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,No,Category 3,Owner
Southern Province,Kamonyi,132,Rural,12,Ordinary HH,1520.222,1576.641906257993,01,Solar product,,0,0,Cement,,,,Yes,,,,Yes,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,Yes,Category 3,Owner
Southern Province,Kamonyi,132,Rural,13,Ordinary HH,1520.222,1576.641906257993,01,Torch/Phone,,2,0,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,No,Category 2,Owner
Southern Province,Kamonyi,132,Rural,14,Ordinary HH,1520.222,1576.641906257993,01,Torch/Phone,,1,0,Cement,,,Yes,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,No,Category 2,Owner
Southern Province,Kamonyi,132,Rural,15,Ordinary HH,1520.222,1576.641906257993,01,Torch/Phone,,2,0,Cement,,,Yes,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,,No,Category 3,Owner
Southern Province,Kamonyi,132,Rural,16,Ordinary HH,1520.222,1576.641906257993,01,Solar product,,0,0,Cement,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,No,Category 2,Owner
Southern Province,Kamonyi,132,Rural,17,Ordinary HH,1520.222,1576.641906257993,01,Other (specify),Torch,1,0,Cement,,,,,Yes,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,Yes,Category 2,Owner
Southern Province,Kamonyi,132,Rural,18,Ordinary HH,1520.222,1576.641906257993,01,Batteries/ bulb,,1,0,Beaten earth,,,,,Yes,,,,,,Yes,Group saving,,,,,,,,,,,,,,Yes,,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,No,Category 1,Owner
Southern Province,Kamonyi,133,Urban,1,Ordinary HH,239.0984751381215,259.4020148173217,02,Solar product,,,,Beaten earth,,,Yes,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,Category 2,Owner
Southern Province,Kamonyi,133,Urban,3,Ordinary HH,239.0984751381215,259.4020148173217,01,Candle,,,,Beaten earth,,,,,Yes,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Category 1,Free lodging
Southern Province,Kamonyi,133,Urban,4,Ordinary HH,239.0984751381215,259.4020148173217,02,Torch/Phone,,,,Beaten earth,,,,Yes,,,,,,,Yes,None,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,Category 2,Owner
Southern Province,Kamonyi,133,Urban,5,Ordinary HH,239.0984751381215,259.4020148173217,02,Torch/Phone,,,,Beaten earth,,,,,Yes,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,Category 2,Owner
Southern Province,Kamonyi,133,Urban,6,Ordinary HH,239.0984751381215,259.4020148173217,02,Torch/Phone,,,,Beaten earth,,,,,Yes,,,,,,Yes,Group saving,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,Category 2,Owner
Southern Province,Kamonyi,133,Urban,7,Ordinary HH,239.0984751381215,259.4020148173217,01,Torch/Phone,,,,Beaten earth,,,Yes,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,Category 2,Owner
Southern Province,Kamonyi,133,Urban,8,Ordinary HH,239.0984751381215,259.4020148173217,01,Candle,,,,Beaten earth,,,,,Yes,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Category 2,Owner
Southern Province,Kamonyi,133,Urban,9,Ordinary HH,180.3201,177.9916886344882,01,Electricity from REG,,,,Bricks,,Yes,,,,,,,,,Yes,None,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,Yes,,,,,,,Category 3,Owner
Southern Province,Kamonyi,133,Urban,10,Ordinary HH,180.3201,177.9916886344882,01,Electricity from REG,,,,Cement,,Yes,,Yes,,,,,,Yes,,,Yes,,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,Category 3,Owner
Southern Province,Kamonyi,133,Urban,11,Ordinary HH,180.3201,177.9916886344882,02,Electricity from REG,,,,Cement,,,,Yes,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,Category 2,Owner
Southern Province,Kamonyi,133,Urban,12,Ordinary HH,180.3201,177.9916886344882,01,Electricity from REG,,,,Cement,,,,,Yes,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,Category 2,Owner
Southern Province,Kamonyi,133,Urban,13,Ordinary HH,180.3201,177.9916886344882,01,Electricity from REG,,,,Cement,,,,Yes,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,Category 2,Owner
Southern Province,Kamonyi,133,Urban,14,Ordinary HH,180.3201,177.9916886344882,02,Electricity from REG,,,,Cement,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,Category 3,Owner
Southern Province,Kamonyi,133,Urban,15,Ordinary HH,180.3201,177.9916886344882,02,Electricity from REG,,,,Cement,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,No,,,,,,,,,,,,,,,,,Category 2,Owner
Southern Province,Kamonyi,133,Urban,16,Ordinary HH,180.3201,177.9916886344882,02,Electricity from REG,,,,Cement,,,Yes,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,Yes,,,,Category 2,Owner
Southern Province,Kamonyi,133,Urban,17,Ordinary HH,180.3201,177.9916886344882,01,Electricity from REG,,,,Beaten earth,,,,,Yes,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,Category 2,Owner
Southern Province,Kamonyi,133,Urban,18,Ordinary HH,180.3201,177.9916886344882,02,Electricity from REG,,,,Cement,,Yes,,,,,,Yes,,,,,Yes,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,Category 3,Owner
Southern Province,Kamonyi,133,Urban,20,Ordinary HH,239.0984751381215,259.4020148173217,01,Solar product,,,,Cement,,,,Yes,,,,,,,Yes,Group saving,,,,,Yes,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,Category 2,Owner
Southern Province,Kamonyi,134,Urban,1,Ordinary HH,13.97709853399875,13.86102426978165,01,Torch/Phone,,,,Bricks,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,Category 2,Free lodging
Southern Province,Kamonyi,134,Urban,2,Ordinary HH,13.97709853399875,13.86102426978165,01,Solar product,,,,Beaten earth,,Yes,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,Category 3,Owner
Southern Province,Kamonyi,134,Urban,3,Ordinary HH,13.97709853399875,13.86102426978165,01,Torch/Phone,,,,Beaten earth,,,,,Yes,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Category 2,Owner
Southern Province,Kamonyi,134,Urban,4,Ordinary HH,452.6321000000001,452.2282730996329,01,Electricity from REG,,,,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,No,,,,,,,,,,,,,,,,,Category 2,Owner
Southern Province,Kamonyi,134,Urban,5,Ordinary HH,13.97709853399875,13.86102426978165,02,Torch/Phone,,,,Cement,,,,,Yes,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,Category 2,Owner
Southern Province,Kamonyi,134,Urban,6,Ordinary HH,13.97709853399875,13.86102426978165,01,Torch/Phone,,,,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,No,,,,,,,,,,,,,,,,,Category 1,Owner
Southern Province,Kamonyi,134,Urban,7,Ordinary HH,452.6321000000001,452.2282730996329,01,Electricity from REG,,,,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,Category 1,Owner
Southern Province,Kamonyi,134,Urban,8,Ordinary HH,13.97709853399875,13.86102426978165,01,Oil Lamp,,,,Beaten earth,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Category 3,Owner
Southern Province,Kamonyi,134,Urban,9,Ordinary HH,13.97709853399875,13.86102426978165,02,Torch/Phone,,,,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Category 2,Owner
Southern Province,Kamonyi,134,Urban,11,Ordinary HH,452.6321000000001,452.2282730996329,03,Electricity from REG,,,,Cement,,,,,Yes,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,Category 3,Owner
Southern Province,Kamonyi,134,Urban,12,Ordinary HH,452.6321000000001,452.2282730996329,01,Electricity from REG,,,,Cement,,Yes,,Yes,,,,,,Yes,,,Yes,,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,Category 3,Owner
Southern Province,Kamonyi,134,Urban,13,Ordinary HH,452.6321000000001,452.2282730996329,01,Electricity from REG,,,,Cement,,Yes,,Yes,,,,,,Yes,,,Yes,,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Category 3,Tenant
Southern Province,Kamonyi,134,Urban,14,Ordinary HH,452.6321000000001,452.2282730996329,02,Electricity from REG,,,,Clay tiles,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,Category 3,Owner
Southern Province,Kamonyi,134,Urban,15,Ordinary HH,452.6321000000001,452.2282730996329,02,Electricity from REG,,,,Cement,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Yes,Yes,,,,,Yes,,,,,,Category 3,Tenant
Southern Province,Kamonyi,134,Urban,17,Ordinary HH,452.6321000000001,452.2282730996329,01,Electricity from REG,,,,Cement,,,,Yes,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,Category 3,Owner
Southern Province,Kamonyi,134,Urban,18,Ordinary HH,452.6321000000001,452.2282730996329,01,Electricity from REG,,,,Clay tiles,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,Category 3,Owner
Southern Province,Kamonyi,134,Urban,21,Ordinary HH,452.6321000000001,452.2282730996329,01,Electricity from REG,,,,Clay tiles,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,,,,,,,,,Category 3,Tenant
Southern Province,Kamonyi,134,Urban,22,Ordinary HH,452.6321000000001,452.2282730996329,01,Electricity from REG,,,,Cement,,,,Yes,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,No,,,,,,,,,,,,,,,,,Category 3,Owner
Western Province,Karongi,135,Rural,1,HH Surrounding Camp,69.04373227272727,67.85940640398653,02,Solar product,,0,0,Beaten earth,,Yes,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,Yes,Category 3,Owner
Western Province,Karongi,135,Rural,2,HH Surrounding Camp,69.04373227272727,67.85940640398653,02,Solar product,,0,0,Beaten earth,,,,,Yes,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,No,Category 3,Owner
Western Province,Karongi,135,Rural,3,HH Surrounding Camp,69.04373227272727,67.85940640398653,01,Solar product,,0,0,Cement,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,Yes,Category 3,Owner
Western Province,Karongi,135,Rural,4,HH Surrounding Camp,69.04373227272727,67.85940640398653,02,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,No,,,,,,,,,,,,,,,,No,Category 1,Owner
Western Province,Karongi,135,Rural,5,HH Surrounding Camp,69.04373227272727,67.85940640398653,01,Oil Lamp,,0,0,Beaten earth,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Didn't apply for a loan,Yes,Yes,Yes,Yes,,,,,,,,,Yes,,,,No,Category 3,Owner
Western Province,Karongi,135,Rural,7,HH Surrounding Camp,69.04373227272727,67.85940640398653,01,Firewood,,0,0,Beaten earth,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,No,,,,,,,,,,,,,,,,No,Category 1,Owner
Western Province,Karongi,135,Rural,8,HH Surrounding Camp,34.13397999999999,31.09939796563116,02,Electricity from REG,,0,0,Beaten earth,,,,Yes,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,Yes,,,,Yes,Category 2,Owner
Western Province,Karongi,135,Rural,9,HH Surrounding Camp,69.04373227272727,67.85940640398653,01,Lantern (Agatadowa),,0,0,Beaten earth,,,Yes,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,Yes,,,,No,Category 2,Owner
Western Province,Karongi,135,Rural,10,HH Surrounding Camp,34.13397999999999,31.09939796563116,01,Electricity from REG,,0,0,Beaten earth,,,,Yes,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,Yes,,Yes,Yes,,,,No,Category 3,Owner
Western Province,Karongi,135,Rural,11,HH Surrounding Camp,69.04373227272727,67.85940640398653,02,Torch/Phone,,0,1,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,Yes,,,,Yes,Category 1,Owner
Western Province,Karongi,135,Rural,12,HH Surrounding Camp,34.13397999999999,31.09939796563116,01,Electricity from REG,,0,0,Beaten earth,,Yes,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,No,Category 3,Owner
Western Province,Karongi,135,Rural,13,HH Surrounding Camp,69.04373227272727,67.85940640398653,02,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,Yes,,,,No,Category 3,Owner
Western Province,Karongi,135,Rural,14,HH Surrounding Camp,34.13397999999999,31.09939796563116,02,Electricity from REG,,0,0,Beaten earth,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,No,Category 1,Owner
Western Province,Karongi,135,Rural,15,HH Surrounding Camp,69.04373227272727,67.85940640398653,02,Solar product,,0,1,Beaten earth,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,Yes,Category 2,Owner
Western Province,Karongi,135,Rural,16,HH Surrounding Camp,69.04373227272727,67.85940640398653,01,Solar product,,0,0,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,No,,,,,,,,,,,,,,,,No,Category 1,Owner
Western Province,Karongi,135,Rural,17,HH Surrounding Camp,34.13397999999999,31.09939796563116,01,Electricity from REG,,0,0,Cement,,Yes,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,No,Category 2,Owner
Western Province,Karongi,135,Rural,18,HH Surrounding Camp,34.13397999999999,31.09939796563116,01,Electricity from REG,,0,0,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Category 2,Owner
Western Province,Karongi,135,Rural,19,HH Surrounding Camp,69.04373227272727,67.85940640398653,01,Torch/Phone,,0,0,Cement,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,No,Category 3,Owner
Western Province,Karongi,136,Rural,1,HH Surrounding Camp,55.98943,48.26352439243655,01,Solar product,,0,1,Beaten earth,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,Yes,,,,No,Category 2,Owner
Western Province,Karongi,136,Rural,2,HH Surrounding Camp,55.98943,48.26352439243655,02,Torch/Phone,,0,0,Beaten earth,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,No,,,,,,,,,,,,,,,No,Category 2,Owner
Western Province,Karongi,136,Rural,3,HH Surrounding Camp,55.98943,48.26352439243655,02,Solar product,,0,0,Beaten earth,,,,,Yes,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,Yes,Category 2,Owner
Western Province,Karongi,136,Rural,4,HH Surrounding Camp,55.98943,48.26352439243655,01,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,No,,,,,,,,,,,,,,,,No,Category 2,Owner
Western Province,Karongi,136,Rural,5,HH Surrounding Camp,55.98943,48.26352439243655,01,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,No,,,,,,,,,,,,,,,,No,Category 1,Owner
Western Province,Karongi,136,Rural,6,HH Surrounding Camp,55.98943,48.26352439243655,02,Torch/Phone,,0,0,Beaten earth,,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,No,Category 2,Owner
Western Province,Karongi,136,Rural,7,HH Surrounding Camp,55.98943,48.26352439243655,01,Oil Lamp,,0,0,Beaten earth,,,,,Yes,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,No,Category 2,Owner
Western Province,Karongi,136,Rural,8,HH Surrounding Camp,55.98943,48.26352439243655,02,Solar product,,0,0,Beaten earth,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,Yes,Category 2,Owner
Western Province,Karongi,136,Rural,9,HH Surrounding Camp,55.98943,48.26352439243655,02,Lantern (Agatadowa),,1,0,Beaten earth,,,,,Yes,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,Yes,,,,Yes,Category 2,Owner
Western Province,Karongi,136,Rural,10,HH Surrounding Camp,55.98943,48.26352439243655,01,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,No,,,,,,,,,,,,,,,,Yes,Category 2,Owner
Western Province,Karongi,136,Rural,11,HH Surrounding Camp,55.98943,48.26352439243655,01,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,No,,,,,,,,,,,,,,,,No,Category 2,Owner
Western Province,Karongi,136,Rural,12,HH Surrounding Camp,55.98943,48.26352439243655,01,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,No,Category 2,Owner
Western Province,Karongi,136,Rural,13,HH Surrounding Camp,55.98943,48.26352439243655,01,Torch/Phone,,0,0,Cement,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,No,Category 2,Owner
Western Province,Karongi,136,Rural,14,HH Surrounding Camp,55.98943,48.26352439243655,01,Solar product,,0,0,Beaten earth,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,Yes,Category 2,Owner
Western Province,Karongi,136,Rural,15,HH Surrounding Camp,55.98943,48.26352439243655,01,Torch/Phone,,1,0,Cement,,,,,Yes,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,Yes,,,,Yes,Category 2,Owner
Western Province,Karongi,136,Rural,17,HH Surrounding Camp,55.98943,48.26352439243655,01,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Category 2,Owner
Western Province,Karongi,136,Rural,18,HH Surrounding Camp,55.98943,48.26352439243655,01,Oil Lamp,,0,0,Beaten earth,,,,,Yes,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,Yes,,,,Yes,Category 2,Owner
Western Province,Karongi,136,Rural,19,HH Surrounding Camp,55.98943,48.26352439243655,02,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,No,Category 2,Owner
Western Province,Karongi,137,Urban,1,Ordinary HH,185.2749,182.0158117465682,02,Electricity from REG,,,,Cement,,Yes,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Category 2,Owner
Western Province,Karongi,137,Urban,2,Ordinary HH,185.2749,182.0158117465682,01,Electricity from REG,,,,Cement,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,,,,,,,Category 2,Owner
Western Province,Karongi,137,Urban,3,Ordinary HH,185.2749,182.0158117465682,02,Electricity from REG,,,,Clay tiles,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,,,,,,,Category 3,Owner
Western Province,Karongi,137,Urban,4,Ordinary HH,185.2749,182.0158117465682,01,Electricity from REG,,,,Cement,,,,,Yes,,,,,Yes,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Category 3,Tenant
Western Province,Karongi,137,Urban,5,Ordinary HH,185.2749,182.0158117465682,01,Electricity from REG,,,,Cement,,,,,Yes,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,Category 2,Owner
Western Province,Karongi,137,Urban,6,Ordinary HH,185.2749,182.0158117465682,03,Electricity from REG,,,,Cement,,Yes,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Category 2,Owner
Western Province,Karongi,137,Urban,7,Ordinary HH,185.2749,182.0158117465682,02,Electricity from REG,,,,Cement,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Category 2,Owner
Western Province,Karongi,137,Urban,8,Ordinary HH,185.2749,182.0158117465682,02,Electricity from REG,,,,Cement,,Yes,,,,,,Yes,Yes,,,,Yes,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,Yes,,,,,,Category 3,Tenant
Western Province,Karongi,137,Urban,9,Ordinary HH,185.2749,182.0158117465682,02,Electricity from REG,,,,Cement,,Yes,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,Yes,,,Yes,,,,,,,Don't know/ Don't have,Tenant
Western Province,Karongi,137,Urban,10,Ordinary HH,185.2749,182.0158117465682,02,Electricity from REG,,,,Cement,,Yes,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,,,,,Category 3,Tenant
Western Province,Karongi,137,Urban,11,Ordinary HH,185.2749,182.0158117465682,01,Electricity from REG,,,,Cement,,,,,Yes,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,Category 3,Tenant
Western Province,Karongi,137,Urban,12,Ordinary HH,185.2749,182.0158117465682,01,Electricity from REG,,,,Cement,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,,,,,,,,,Category 3,Owner
Western Province,Karongi,137,Urban,13,Ordinary HH,185.2749,182.0158117465682,01,Electricity from REG,,,,Cement,,Yes,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Category 3,Tenant
Western Province,Karongi,137,Urban,14,Ordinary HH,185.2749,182.0158117465682,01,Electricity from REG,,,,Cement,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,Category 2,Tenant
Western Province,Karongi,137,Urban,15,Ordinary HH,185.2749,182.0158117465682,02,Electricity from REG,,,,Cement,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Category 3,Owner
Western Province,Karongi,137,Urban,16,Ordinary HH,185.2749,182.0158117465682,02,Electricity from REG,,,,Clay tiles,,Yes,,Yes,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,,,Category 3,Owner
