Cluster,HI05,HH_WT,C_hhweight,PROVINCE,DISTRICT,HI04,TYPEHH,E00A,E01A,E01B,E01C,E02A,E02B,E02C,E03A,E03B,E03C,E04A,E04B,E04C,E05A,E05B,E05C,E06A,E06B,E06C,E07A,E07B,E07C,E08A,E08B,E09A,E09B,E09C,E10A,E10B,E10C,E11A,E11B,E13A,E13B,E14A,E14B,E15A,E15B,E16A,E16B,E17A,E17B,E18A,E18B,E20A,E20B,E21A,E21B,E22A,E22B,E23A,E23B,E24A,E24B,E26A,E26B,E27A,E27B,E28A,E28B,E29A,E29B,E30A,E30B,E30C,E31A,E31B,E31C,E32A,E32B,E32C,E33A,E33B,E34A,E34B,E35A,E35B,E37A,E37B,E38,E38_OTHER,F01,F10,F10_OTHER
121,1,1083.059,1087.677652935274,Southern Province,Muhanga,Rural,Ordinary HH,0,0,,,0,,,0,,,0,,,1,Yes,2,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",Have no appliances out of use,01,"Other, specify",Torch
121,2,1083.059,1087.677652935274,Southern Province,Muhanga,Rural,Ordinary HH,0,0,,,0,,,0,,,0,,,1,Yes,3,1,Yes,4,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",Have no appliances out of use,02,No children currently enrolled in school/studying only during daylight,
121,3,1083.059,1087.677652935274,Southern Province,Muhanga,Rural,Ordinary HH,0,0,,,0,,,0,,,0,,,1,Yes,2,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,In nature,,01,No children currently enrolled in school/studying only during daylight,
121,4,1083.059,1087.677652935274,Southern Province,Muhanga,Rural,Ordinary HH,0,0,,,0,,,0,,,0,,,0,,,1,Yes,12,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,Kerosene lamp,
121,6,1083.059,1087.677652935274,Southern Province,Muhanga,Rural,Ordinary HH,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,Kept at home,,02,No children currently enrolled in school/studying only during daylight,
121,7,1083.059,1087.677652935274,Southern Province,Muhanga,Rural,Ordinary HH,0,0,,,0,,,0,,,0,,,0,,,1,Yes,1,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,Shop/ reseller,,01,No children currently enrolled in school/studying only during daylight,
121,8,1083.059,1087.677652935274,Southern Province,Muhanga,Rural,Ordinary HH,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",No electricity,01,Candles,
121,9,1083.059,1087.677652935274,Southern Province,Muhanga,Rural,Ordinary HH,1,0,,,0,,,0,,,0,,,0,,,1,Yes,2,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Yes,0,,,0,,,0,,,0,,0,,0,,0,,Kept at home,,01,Solar powered light source,
121,10,1083.059,1087.677652935274,Southern Province,Muhanga,Rural,Ordinary HH,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",No electricity,01,Candles,
121,11,1083.059,1087.677652935274,Southern Province,Muhanga,Rural,Ordinary HH,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",No electricity,01,Solar powered light source,
121,12,1083.059,1087.677652935274,Southern Province,Muhanga,Rural,Ordinary HH,1,0,,,0,,,0,,,0,,,1,Yes,1,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Yes,0,,,0,,,1,Yes,4,0,,0,,0,,0,,"Other, specify",Have no appliances out of use,01,Solar powered light source,
121,13,1083.059,1087.677652935274,Southern Province,Muhanga,Rural,Ordinary HH,0,0,,,0,,,0,,,0,,,1,Yes,3,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",Have no appliances out of use,01,No children currently enrolled in school/studying only during daylight,
121,14,1083.059,1087.677652935274,Southern Province,Muhanga,Rural,Ordinary HH,0,0,,,0,,,0,,,0,,,1,Yes,4,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,Shop/ reseller,,02,No children currently enrolled in school/studying only during daylight,
121,15,1083.059,1087.677652935274,Southern Province,Muhanga,Rural,Ordinary HH,0,0,,,0,,,0,,,0,,,1,Yes,3,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,02,No children currently enrolled in school/studying only during daylight,
121,16,1083.059,1087.677652935274,Southern Province,Muhanga,Rural,Ordinary HH,0,0,,,0,,,0,,,0,,,1,Yes,3,1,Yes,4,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Yes,0,,,0,,,0,,,0,,0,,0,,0,,In nature,,02,No children currently enrolled in school/studying only during daylight,
121,17,1083.059,1087.677652935274,Southern Province,Muhanga,Rural,Ordinary HH,0,0,,,0,,,0,,,0,,,0,,,1,Yes,0,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Yes,0,,,0,,,0,,,0,,0,,0,,0,,In nature,,01,Kerosene lamp,
121,18,1083.059,1087.677652935274,Southern Province,Muhanga,Rural,Ordinary HH,0,0,,,0,,,0,,,0,,,1,Yes,2,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",Have no appliances out of use,02,No children currently enrolled in school/studying only during daylight,
121,20,1083.059,1087.677652935274,Southern Province,Muhanga,Rural,Ordinary HH,0,0,,,0,,,0,,,0,,,1,Yes,4,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Yes,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",Not Applicable,02,"Other, specify",Torch
122,2,1119.499428571429,1160.554317691875,Southern Province,Muhanga,Rural,Ordinary HH,0,0,,,0,,,0,,,0,,,0,,,1,Yes,3,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,Kept at home,,01,No children currently enrolled in school/studying only during daylight,
122,3,1119.499428571429,1160.554317691875,Southern Province,Muhanga,Rural,Ordinary HH,0,0,,,0,,,3,Yes,5,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,Yes,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",No electricity,02,Solar powered light source,
122,4,1119.499428571429,1160.554317691875,Southern Province,Muhanga,Rural,Ordinary HH,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",Have no appliances out of use,01,Candles,
122,6,1119.499428571429,1160.554317691875,Southern Province,Muhanga,Rural,Ordinary HH,0,0,,,0,,,0,,,0,,,1,Yes,4,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,3,Yes,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",No electricity,01,No children currently enrolled in school/studying only during daylight,
122,7,1959.124,2099.631202723565,Southern Province,Muhanga,Rural,Ordinary HH,1,0,,,1,Yes,4,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,Kept at home,,02,Electric lighting,
122,8,1959.124,2099.631202723565,Southern Province,Muhanga,Rural,Ordinary HH,0,12,Yes,3,0,,,0,,,0,,,0,,,0,,,1,Yes,3,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,1,Yes,3,0,,,0,,0,,0,,0,,Kept at home,,01,Electric lighting,
122,9,1959.124,2099.631202723565,Southern Province,Muhanga,Rural,Ordinary HH,0,0,,,0,,,0,,,5,Yes,4,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,In nature,,01,Electric lighting,
122,10,1959.124,2099.631202723565,Southern Province,Muhanga,Rural,Ordinary HH,1,5,Yes,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,Kept at home,,02,Electric lighting,
122,11,1959.124,2099.631202723565,Southern Province,Muhanga,Rural,Ordinary HH,0,8,Yes,7,0,,,8,Yes,7,0,,,1,Yes,1,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,5,Yes,0,,,0,,,0,,,0,,0,,0,,0,,In nature,,02,Electric lighting,
122,12,1959.124,2099.631202723565,Southern Province,Muhanga,Rural,Ordinary HH,1,1,Yes,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,Kept at home,,01,Electric lighting,
122,13,1959.124,2099.631202723565,Southern Province,Muhanga,Rural,Ordinary HH,0,10,Yes,12,0,,,10,Yes,12,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,Kept at home,,01,Electric lighting,
122,14,1119.499428571429,1160.554317691875,Southern Province,Muhanga,Rural,Ordinary HH,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,02,Kerosene lamp,
122,15,1959.124,2099.631202723565,Southern Province,Muhanga,Rural,Ordinary HH,0,0,,,0,,,2,Yes,11,3,Yes,3,0,,,0,,,1,Yes,10,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,1,Yes,0,,,1,Yes,2,0,,,0,,0,,0,,0,,With other garbage,,01,Electric lighting,
122,16,1959.124,2099.631202723565,Southern Province,Muhanga,Rural,Ordinary HH,0,0,,,0,,,0,,,3,Yes,3,1,Yes,1,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Yes,0,,,0,,,0,,,0,,0,,0,,0,,In nature,,01,No children currently enrolled in school/studying only during daylight,
122,17,1119.499428571429,1160.554317691875,Southern Province,Muhanga,Rural,Ordinary HH,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",No electricity,01,No children currently enrolled in school/studying only during daylight,
122,18,1119.499428571429,1160.554317691875,Southern Province,Muhanga,Rural,Ordinary HH,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",No electricity,01,Solar powered light source,
122,19,1959.124,2099.631202723565,Southern Province,Muhanga,Rural,Ordinary HH,0,0,,,0,,,3,Yes,3,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,Kept at home,,02,Electric lighting,
122,20,1119.499428571429,1160.554317691875,Southern Province,Muhanga,Rural,Ordinary HH,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,No children currently enrolled in school/studying only during daylight,
123,2,129.2385,119.8968512524441,Southern Province,Muhanga,Urban,Ordinary HH,1,16,Yes,8,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,2,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,2,Yes,3,Yes,1,Yes,3,0,,,0,,,0,,0,,0,,0,,With other garbage,,02,No children currently enrolled in school/studying only during daylight,
123,3,129.2385,119.8968512524441,Southern Province,Muhanga,Urban,Ordinary HH,0,3,Yes,8,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,1,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Yes,1,Yes,2,0,,,0,,,0,,0,,0,,0,,With other garbage,,02,Electric lighting,
123,4,129.2385,119.8968512524441,Southern Province,Muhanga,Urban,Ordinary HH,0,0,,,0,,,0,,,4,Yes,5,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,0,,,0,,,0,,,0,,0,,0,,0,,In nature,,01,No children currently enrolled in school/studying only during daylight,
123,5,129.2385,119.8968512524441,Southern Province,Muhanga,Urban,Ordinary HH,0,5,Yes,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,1,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,0,,,0,,,1,Yes,3,0,,0,,0,,0,,Kept at home,,02,No children currently enrolled in school/studying only during daylight,
123,6,129.2385,119.8968512524441,Southern Province,Muhanga,Urban,Ordinary HH,0,0,,,0,,,2,Yes,3,3,Yes,3,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,1,Yes,1,0,,,0,,0,,0,,0,,With other garbage,,01,No children currently enrolled in school/studying only during daylight,
123,7,129.2385,119.8968512524441,Southern Province,Muhanga,Urban,Ordinary HH,0,10,Yes,8,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,1,Yes,2,0,,1,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Yes,1,Yes,4,Yes,0,,1,Yes,3,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,Electric lighting,
123,8,129.2385,119.8968512524441,Southern Province,Muhanga,Urban,Ordinary HH,0,0,,,0,,,0,,,12,Yes,6,0,,,0,,,1,Yes,8,0,,0,,,0,,,0,,1,Yes,0,,1,Yes,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,1,Yes,3,Yes,4,Yes,0,,,1,Yes,2,0,,,0,,0,,0,,0,,With other garbage,,01,Electric lighting,
123,9,129.2385,119.8968512524441,Southern Province,Muhanga,Urban,Ordinary HH,0,2,Yes,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,Kept at home,,01,Electric lighting,
123,11,129.2385,119.8968512524441,Southern Province,Muhanga,Urban,Ordinary HH,0,0,,,0,,,2,Yes,10,8,Yes,4,0,,,0,,,0,,,0,,0,,,0,,,0,,1,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,No children currently enrolled in school/studying only during daylight,
123,12,129.2385,119.8968512524441,Southern Province,Muhanga,Urban,Ordinary HH,0,10,Yes,8,0,,,1,Yes,8,0,,,0,,,0,,,1,Yes,3,0,,0,,,0,,,0,,2,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,Yes,3,Yes,1,Yes,0,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,Electric lighting,
123,13,129.2385,119.8968512524441,Southern Province,Muhanga,Urban,Ordinary HH,0,0,,,0,,,7,Yes,6,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,1,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,3,Yes,1,Yes,5,0,,,0,,,0,,0,,0,,0,,Kept at home,,01,Electric lighting,
123,14,129.2385,119.8968512524441,Southern Province,Muhanga,Urban,Ordinary HH,0,7,Yes,10,1,Yes,10,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,1,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,1,Yes,3,Yes,2,Yes,0,,,0,,,1,Yes,6,0,,0,,0,,0,,With other garbage,,02,Electric lighting,
123,16,129.2385,119.8968512524441,Southern Province,Muhanga,Urban,Ordinary HH,0,0,,,1,Yes,12,0,,,6,Yes,4,0,,,0,,,1,Yes,1,0,,0,,,0,,,1,Yes,1,Yes,0,,1,Yes,0,,0,,0,,0,,0,,0,,0,,0,,2,Yes,1,Yes,2,Yes,1,Yes,0,,,0,,,1,Yes,2,0,,0,,0,,0,,With other garbage,,01,No children currently enrolled in school/studying only during daylight,
123,17,129.2385,119.8968512524441,Southern Province,Muhanga,Urban,Ordinary HH,0,0,,,0,,,4,Yes,4,8,Yes,5,0,,,0,,,1,Yes,1,0,,0,,,0,,,0,,1,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,No,1,Yes,2,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,02,Electric lighting,
123,18,129.2385,119.8968512524441,Southern Province,Muhanga,Urban,Ordinary HH,0,0,,,0,,,2,Yes,12,13,Yes,6,0,,,0,,,1,Yes,1,0,,0,,,1,Yes,24,1,Yes,1,Yes,0,,1,Yes,1,Yes,0,,0,,0,,0,,0,,0,,0,,2,Yes,2,Yes,2,Yes,1,Yes,0,,,0,,,1,Yes,2,1,Yes,0,,0,,0,,With other garbage,,02,Electric lighting,
123,19,129.2385,119.8968512524441,Southern Province,Muhanga,Urban,Ordinary HH,0,0,,,0,,,0,,,3,Yes,4,0,,,0,,,0,,,0,,0,,,0,,,0,,1,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,0,,,1,Yes,3,0,,,0,,0,,0,,0,,With other garbage,,02,Electric lighting,
123,21,129.2385,119.8968512524441,Southern Province,Muhanga,Urban,Ordinary HH,0,4,Yes,8,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,1,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,1,Yes,2,Yes,1,Yes,0,,,0,,,1,Yes,2,0,,0,,0,,0,,With other garbage,,01,Electric lighting,
123,22,129.2385,119.8968512524441,Southern Province,Muhanga,Urban,Ordinary HH,0,0,,,0,,,3,Yes,11,6,Yes,6,0,,,0,,,1,Yes,1,0,,0,,,1,Yes,4,0,,1,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Yes,1,Yes,2,Yes,2,Yes,0,,,1,Yes,3,0,,,0,,0,,0,,0,,With other garbage,,02,Electric lighting,
124,1,249.0551,265.9945191391914,Southern Province,Muhanga,Urban,Ordinary HH,0,9,Yes,3,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,1,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,2,Yes,0,,,1,Yes,3,0,,,0,,0,,0,,0,,Kept at home,,02,Electric lighting,
124,2,249.0551,265.9945191391914,Southern Province,Muhanga,Urban,Ordinary HH,0,6,Yes,5,0,,,6,Yes,5,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,Electric lighting,
124,3,52.30157100000001,48.99721415722087,Southern Province,Muhanga,Urban,Ordinary HH,0,0,,,0,,,0,,,0,,,1,Yes,1,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",Not Applicable,01,No children currently enrolled in school/studying only during daylight,
124,4,249.0551,265.9945191391914,Southern Province,Muhanga,Urban,Ordinary HH,0,5,Yes,12,0,,,5,Yes,12,0,,,1,Yes,1,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,Kept at home,,01,Electric lighting,
124,5,52.30157100000001,48.99721415722087,Southern Province,Muhanga,Urban,Ordinary HH,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,Solar powered light source,
124,7,249.0551,265.9945191391914,Southern Province,Muhanga,Urban,Ordinary HH,0,0,,,0,,,8,Yes,12,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,1,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,Electric lighting,
124,8,249.0551,265.9945191391914,Southern Province,Muhanga,Urban,Ordinary HH,0,3,Yes,3,0,,,0,,,0,,,0,,,0,,,1,Yes,3,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,Kept at home,,02,Electric lighting,
124,9,249.0551,265.9945191391914,Southern Province,Muhanga,Urban,Ordinary HH,0,0,,,0,,,2,Yes,4,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Yes,0,,,0,,,1,Yes,4,0,,0,,0,,0,,With other garbage,,01,Electric lighting,
124,10,249.0551,265.9945191391914,Southern Province,Muhanga,Urban,Ordinary HH,1,0,,,0,,,20,Yes,4,0,,,0,,,0,,,1,Yes,2,0,,0,,,0,,,0,,1,Yes,0,,0,,0,,0,,0,,1,Yes,0,,0,,0,,0,,0,,1,Yes,2,Yes,0,,0,,,0,,,1,Yes,1,0,,0,,0,,0,,Kept at home,,01,Electric lighting,
124,11,52.30157100000001,48.99721415722087,Southern Province,Muhanga,Urban,Ordinary HH,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,"Other, specify",Have no appliances out of use,05,No children currently enrolled in school/studying only during daylight,
124,12,249.0551,265.9945191391914,Southern Province,Muhanga,Urban,Ordinary HH,0,0,,,0,,,6,Yes,4,0,,,0,,,1,Yes,4,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,02,Electric lighting,
124,13,249.0551,265.9945191391914,Southern Province,Muhanga,Urban,Ordinary HH,1,6,Yes,3,0,,,0,,,0,,,0,,,0,,,1,Yes,3,0,,0,,,0,,,0,,1,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,1,Yes,2,Yes,0,,,0,,,1,Yes,3,0,,0,,0,,0,,Kept at home,,02,Electric lighting,
124,14,249.0551,265.9945191391914,Southern Province,Muhanga,Urban,Ordinary HH,0,0,,,0,,,5,Yes,4,0,,,0,,,0,,,1,Yes,0,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,Electric lighting,
124,15,249.0551,265.9945191391914,Southern Province,Muhanga,Urban,Ordinary HH,1,0,,,0,,,4,Yes,5,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,Electric lighting,
124,16,249.0551,265.9945191391914,Southern Province,Muhanga,Urban,Ordinary HH,0,2,Yes,12,0,,,7,Yes,12,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,1,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,1,Yes,3,0,,0,,0,,0,,With other garbage,,01,Electric lighting,
124,17,249.0551,265.9945191391914,Southern Province,Muhanga,Urban,Ordinary HH,0,0,,,0,,,8,Yes,4,0,,,1,Yes,1,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,0,,0,,0,,0,,0,,0,,2,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,Electric lighting,
124,18,249.0551,265.9945191391914,Southern Province,Muhanga,Urban,Ordinary HH,1,3,Yes,20,0,,,0,,,0,,,0,,,0,,,1,Yes,5,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,,0,,,0,,,0,,0,,0,,0,,In nature,,04,Electric lighting,
124,20,249.0551,265.9945191391914,Southern Province,Muhanga,Urban,Ordinary HH,0,11,Yes,12,0,,,11,Yes,12,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,1,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes,0,,1,Yes,2,Yes,0,,,0,,,0,,,0,,0,,0,,0,,With other garbage,,01,Electric lighting,
